identificador_cliente,ingresos_mensuales_cop,score_credito
4564,7649354.57,654
4565,4794021.16,460
4566,5202640.08,325
4567,7917075.59,382
4568,7779348.71,472
4569,4526758.29,369
4570,3275770.95,305
4571,4130827.13,494
4572,4091903.17,824
4573,3365441.5,362
4574,3233773.15,312
4575,7499653.14,504
4576,1803005.83,339
4577,6178800.51,464
4578,2544304.37,330
4579,3780442.43,828
4580,1743109.85,697
4581,3243810.19,758
4582,6832631.71,522
4583,7672110.34,377
4584,2894995.49,727
4585,4637544.44,724
4586,4686333.15,686
4587,7589742.2,538
4588,6792153.18,389
4589,4994155.97,684
4590,6129379.84,438
4591,7400956.39,823
4592,1368680.47,543
4593,4200808.22,804
4594,7832150.8,721
4595,6630253.82,481
4596,5208457.9,494
4597,5113440.59,352
4598,3803944.7,478
4599,5047747.84,592
4600,6018759.04,674
4601,4312213.88,358
4602,6441902.65,353
4603,7500872.04,544
4604,2413730.91,448
4605,4551138.56,667
4606,4237744.66,315
4607,6249746.59,475
4608,3099045.75,839
4609,5909806.59,705
4610,7617922.54,766
4611,4310547.52,428
4612,7859313.04,522
4613,8450778.92,543
4614,2063862.76,725
4615,2977982.95,653
4616,8142734.21,625
4617,8199959.34,302
4618,2003492.38,778
4619,1407989.2,380
4620,2459920.17,343
4621,8471292.04,454
4622,2595997.24,835
4623,4918342.77,398
4624,7408607.63,696
4625,1446891.6,470
4626,5652320.67,447
4627,3294583.23,422
4628,7508811.4,411
4629,3340920.27,429
4630,6244641.19,367
4631,6154381.35,844
4632,2894753.55,585
4633,1550554.24,304
4634,4246596.93,417
4635,3382190.69,529
4636,7124639.8,459
4637,7062622.16,593
4638,4590572.46,485
4639,5666888.02,523
4640,5650668.52,451
4641,7255538.67,439
4642,4360017.38,666
4643,3283216.09,427
4644,3208251.41,650
4645,5160584.41,446
4646,4533867.06,584
4647,4468869.55,768
4648,1956188.84,517
4649,6473946.93,735
4650,2838904.15,444
4651,2718066.14,576
4652,4271859.91,359
4653,2940004.06,674
4654,5503779.52,703
4655,3974536.04,413
4656,4532164.4,794
4657,5167619.12,635
4658,2765455.76,584
4659,2421411.68,428
4660,7639037.7,614
4661,4422810.66,370
4662,4267073.99,644
4663,1556407.48,397
4664,4885429.38,599
4665,5290022.0,475
4666,5323654.27,374
4667,6390624.42,442
4668,2577869.21,322
4669,3116006.57,480
4670,7137259.35,344
4671,8119628.44,768
4672,2278715.78,391
4673,4883076.79,568
4674,2842069.02,333
4675,1732526.81,663
4676,3643624.03,432
4677,2334550.9,681
4678,6411518.13,576
4679,5142822.98,455
4680,2335608.19,686
4681,1366539.44,834
4682,7118730.75,499
4683,2568599.72,574
4684,5664759.82,800
4685,3725837.77,758
4686,5515498.76,349
4687,3572706.11,831
4688,1925964.84,391
4689,2905240.06,755
4690,2654021.68,638
4691,4381739.34,352
4692,6039643.24,795
4693,3199403.74,303
4694,1386903.53,580
4695,5036349.02,589
4696,5661468.32,372
4697,8232667.56,436
4698,5544189.78,692
4699,4692442.43,507
4700,5428491.71,559
4701,7980884.54,562
4702,7264322.65,804
4703,3625446.88,849
4704,3008231.42,502
4705,3190962.01,646
4706,4931831.49,351
4707,6657156.05,655
4708,4923178.29,818
4709,1788134.05,662
4710,6509781.04,344
4711,7102984.93,677
4712,3384384.63,711
4713,6081705.32,441
4714,4371461.69,557
4715,7701659.36,336
4716,7385624.02,344
4717,5083110.39,345
4718,6278839.93,600
4719,7660117.85,587
4720,4869162.47,568
4721,3555405.33,361
4722,6726396.19,541
4723,2884477.03,653
4724,4097424.27,370
4725,7533236.11,712
4726,6515840.85,360
4727,4207439.24,751
4728,2846160.42,692
4729,3862972.41,828
4730,3345549.87,604
4731,2567842.87,490
4732,6651996.98,377
4733,3114903.19,824
4734,4570005.79,600
4735,4078188.02,316
4736,8370957.13,733
4737,4115864.16,342
4738,1875873.88,367
4739,1946745.42,679
4740,5553426.79,511
4741,5615417.57,502
4742,4315064.73,408
4743,4409274.58,583
4744,1688314.6,524
4745,5019134.87,417
4746,4934124.22,639
4747,2376755.09,580
4748,2047643.58,790
4749,2189721.93,318
4750,2027403.37,474
4751,5689899.01,768
4752,2714675.1,441
4753,3110297.1,762
4754,2549719.44,597
4755,8196414.19,769
4756,7453245.73,672
4757,2959562.83,767
4758,3658477.32,737
4759,2811228.46,742
4760,4841506.91,755
4761,1441195.83,547
4762,6133849.66,441
4763,5066738.68,701
4764,7770200.28,521
4765,2483627.33,483
4766,7089586.57,663
4767,7002119.3,487
4768,2215704.56,412
4769,4169626.41,480
4770,2525099.02,498
4771,3133987.6,369
4772,3195372.46,784
4773,5304902.04,698
4774,4262158.71,309
4775,8123676.19,302
4776,2209865.02,777
4777,8310583.37,366
4778,2960598.21,396
4779,6864692.34,830
4780,3740583.47,617
4781,2330186.05,397
4782,7476802.13,356
4783,3523798.47,406
4784,6043758.91,387
4785,5378394.53,670
4786,4696645.43,674
4787,4869900.2,351
4788,6572112.98,340
4789,1931964.98,390
4790,6110900.77,338
4791,7749847.13,312
4792,1716075.02,403
4793,2312704.04,342
4794,6459749.94,508
4795,4448427.87,775
4796,4205550.07,408
4797,2286159.77,513
4798,4948744.29,708
4799,2211126.24,376
4800,4731667.29,394
4801,6798030.15,568
4802,3159503.38,660
4803,4761660.41,829
4804,8442514.98,461
4805,6243883.05,764
4806,7357768.75,847
4807,4286902.77,486
4808,6828598.65,351
4809,1591666.05,787
4810,2184960.51,830
4811,2762108.27,695
4812,4194053.86,391
4813,7389363.12,656
4814,3793115.57,443
4815,6013272.59,498
4816,6407062.92,622
4817,5520512.95,631
4818,3872142.17,563
4819,5454784.06,516
4820,3764312.27,733
4821,1903890.92,759
4822,8448188.64,802
4823,2215713.67,768
4824,1820908.36,665
4825,7625421.39,538
4826,3473209.56,695
4827,5982138.21,694
4828,3668841.25,374
4829,4118470.75,397
4830,3187213.4,682
4831,3769916.84,669
4832,4257042.88,584
4833,6486995.7,555
4834,4983060.6,608
4835,8093669.56,475
4836,1601538.84,527
4837,4922091.92,646
4838,5506418.48,641
4839,7925418.3,538
4840,1653941.37,649
4841,5429197.01,754
4842,7446135.49,740
4843,3041879.64,814
4844,7609304.91,380
4845,1437112.55,660
4846,6573673.33,587
4847,8018415.19,307
4848,6031823.16,386
4849,4461010.56,585
4850,1623143.32,698
4851,7924819.46,373
4852,4686132.8,738
4853,1508776.56,422
4854,6266711.71,676
4855,4769228.23,442
4856,2195286.29,457
4857,2842757.03,729
4858,1764332.9,747
4859,5434913.49,709
4860,5778612.25,670
4861,4941344.55,408
4862,7183135.36,335
4863,7499263.51,389
4864,5732495.66,714
4865,1391846.65,595
4866,6305653.52,345
4867,4309594.36,787
4868,5372013.88,469
4869,5973380.33,445
4870,3821703.62,719
4871,7903109.24,302
4872,2264619.04,562
4873,6134885.01,620
4874,1331388.98,545
4875,7957487.96,776
4876,2110029.76,558
4877,1983166.46,392
4878,3697654.96,832
4879,3989677.26,638
4880,2842960.52,559
4881,5512875.96,536
4882,4488981.51,440
4883,1546064.24,779
4884,3601494.85,649
4885,7135116.98,429
4886,6265851.05,836
4887,6519070.15,310
4888,6326441.85,556
4889,3539005.75,668
4890,2017580.24,693
4891,3261763.73,718
4892,7288854.16,318
4893,8359389.74,409
4894,4855698.51,736
4895,1369842.56,804
4896,2308322.65,333
4897,3618980.14,587
4898,5465814.51,554
4899,1840674.25,433
4900,8092172.55,798
4901,3928602.45,696
4902,7870606.37,786
4903,6919756.98,512
4904,6739148.36,649
4905,5668380.97,318
4906,5812843.48,418
4907,5893623.29,601
4908,5826793.99,584
4909,5286843.27,526
4910,8402180.93,806
4911,6572492.09,800
4912,6894014.0,511
4913,7581732.27,655
4914,2852606.29,786
4915,1903389.95,620
4916,4776839.94,522
4917,5001381.01,490
4918,7270108.82,799
4919,4495241.77,794
4920,5410141.78,536
4921,5094910.76,321
4922,1575060.04,626
4923,5729547.26,844
4924,7261911.66,426
4925,2434003.95,664
4926,5579188.48,343
4927,5573995.92,818
4928,2482131.74,427
4929,2188937.73,429
4930,8356373.99,828
4931,4134778.02,620
4932,2937436.45,485
4933,2533536.72,647
4934,6106732.34,780
4935,5688006.14,660
4936,5933575.29,586
4937,1933643.4,481
4938,7733449.0,750
4939,4102718.06,396
4940,3556259.73,613
4941,4629002.42,845
4942,4108475.67,320
4943,7517754.42,796
4944,7990679.02,702
4945,3484863.16,423
4946,7520337.81,418
4947,6926966.53,776
4948,8001815.24,402
4949,3069402.25,632
4950,5454105.88,758
4951,3276721.01,429
4952,7233480.33,433
4953,1338334.17,456
4954,5366697.97,724
4955,3742264.71,734
4956,3623322.69,688
4957,5943325.53,617
4958,7430688.04,804
4959,5686206.82,489
4960,7442845.45,710
4961,3205099.21,351
4962,5040413.35,745
4963,4543863.08,743
4964,1383843.28,681
4965,5309047.43,673
4966,6062975.13,674
4967,5561783.71,688
4968,6601215.27,778
4969,5413644.6,703
4970,1780601.83,767
4971,2138407.77,804
4972,5594616.96,382
4973,3279850.18,618
4974,1873444.93,366
4975,4393139.75,713
4976,5291122.71,752
4977,3666971.12,497
4978,6487122.66,558
4979,5935148.38,597
4980,3696292.2,579
4981,6735082.21,599
4982,5970604.31,428
4983,5889606.73,797
4984,5284679.45,737
4985,1382005.61,591
4986,6314851.72,506
4987,4007500.9,593
4988,8086789.91,328
4989,7189490.35,478
4990,5531400.18,340
4991,3115710.27,769
4992,2766765.23,491
4993,3750770.83,643
4994,4731289.19,577
4995,3431671.67,654
4996,5007492.37,828
4997,2490667.06,385
4998,8339532.25,616
4999,2077056.8,636
5000,8009997.81,444
5001,7877761.68,614
5002,5082595.47,524
5003,6519353.96,722
5004,4439547.75,353
5005,5836248.96,367
5006,3752146.75,633
5007,3468344.94,376
5008,5463254.46,838
5009,4886533.65,454
5010,5472661.86,371
5011,3363956.19,800
5012,3942096.39,746
5013,1904065.32,658
5014,1676389.88,576
5015,3124891.33,612
5016,1834577.39,404
5017,2047177.9,394
5018,7153084.52,518
5019,1579890.62,427
5020,6044388.12,499
5021,3262415.79,631
5022,7575128.9,846
5023,4791944.45,591
5024,3500150.51,365
5025,5027000.34,703
5026,4050097.74,445
5027,5362967.67,829
5028,2124636.65,701
5029,8478331.62,424
5030,4364002.32,813
5031,3807260.61,631
5032,6413510.91,779
5033,3920075.73,697
5034,7299575.0,329
5035,4570749.22,355
5036,6480820.58,431
5037,2073663.16,530
5038,7392058.14,694
5039,6597169.5,451
5040,2824360.8,801
5041,2346059.27,805
5042,3577304.91,685
5043,8327708.22,832
5044,3149187.34,747
5045,4584115.9,425
5046,1516145.63,788
5047,4160038.21,745
5048,5413504.11,769
5049,8162497.21,648
5050,5020499.52,807
5051,7197572.75,756
5052,5239319.03,684
5053,1593652.1,747
5054,3568059.58,414
5055,5443956.46,751
5056,8144276.55,418
5057,7485738.59,392
5058,2944160.42,820
5059,2884790.78,837
5060,2748445.36,732
5061,7941992.05,444
5062,7439196.3,367
5063,6879160.71,430
5064,4127692.82,580
5065,4931541.07,812
5066,4643188.56,300
5067,3124466.37,731
5068,4936201.93,690
5069,1519575.14,565
5070,2249034.69,698
5071,7683445.09,555
5072,6712094.32,694
5073,4344652.55,473
5074,5023482.61,344
5075,3963991.98,440
5076,6633615.04,838
5077,6946147.69,349
5078,6795653.37,360
5079,6502804.42,542
5080,2772431.24,568
5081,3733383.85,439
5082,4682887.13,456
5083,3681709.54,575
5084,6735569.44,330
5085,3671345.37,307
5086,2295271.02,332
5087,4173091.25,751
5088,8355383.92,748
5089,2926346.17,336
5090,5707542.34,333
5091,4417405.96,754
5092,1811376.89,743
5093,4812711.56,536
5094,6355583.17,511
5095,4995183.83,439
5096,7579163.66,660
5097,3380346.52,603
5098,1920994.03,595
5099,8043272.4,451
5100,4023013.72,522
5101,5450119.97,495
5102,7002422.51,598
5103,3635058.38,828
5104,6456384.67,787
5105,2275015.72,510
5106,3397314.98,531
5107,2341916.58,666
5108,7140860.02,780
5109,2903074.49,478
5110,6465305.6,783
5111,8091748.46,794
5112,5099959.91,846
5113,5188210.18,315
5114,4619441.69,765
5115,3646409.03,701
5116,4724716.22,593
5117,5640214.23,470
5118,8399139.32,331
5119,8051904.83,562
5120,7507501.3,514
5121,7701739.86,488
5122,4668514.12,560
5123,6033599.16,481
5124,7744480.41,804
5125,4129245.51,641
5126,8224689.84,321
5127,4293659.65,373
5128,5627795.19,465
5129,6410593.94,533
5130,8144262.49,674
5131,3061237.17,732
5132,6672143.04,633
5133,5049872.22,839
5134,3233611.41,334
5135,6891569.25,743
5136,5276000.42,530
5137,6059011.51,617
5138,3624887.69,642
5139,4765172.45,729
5140,5744950.61,765
5141,4215357.86,378
5142,2728282.29,748
5143,8223811.54,581
5144,4982566.29,356
5145,6584226.67,490
5146,4259539.79,762
5147,3856948.7,341
5148,4231582.95,785
5149,4246215.84,472
5150,5218096.83,549
5151,5212983.06,809
5152,4879507.47,801
5153,2270457.65,492
5154,4871743.45,464
5155,2517548.08,389
5156,2208177.66,357
5157,8015049.16,562
5158,5655640.09,542
5159,6048328.42,518
5160,4192914.43,308
5161,7844662.42,729
5162,5893099.52,312
5163,6838023.06,524
5164,3953649.78,366
5165,8212085.54,802
5166,7207321.29,483
5167,7448428.93,507
5168,2539798.73,827
5169,3250935.1,599
5170,3356511.52,540
5171,3250546.41,754
5172,7458938.77,829
5173,1529570.53,543
5174,1847919.92,537
5175,3272187.07,545
5176,2739085.42,644
5177,2969389.22,783
5178,7045190.96,609
5179,5354511.48,583
5180,1341548.76,337
5181,4391123.91,331
5182,4236771.47,542
5183,2120405.94,591
5184,6168220.88,591
5185,6355099.76,681
5186,6490431.18,437
5187,6544990.81,499
5188,1300380.35,634
5189,8168229.79,746
5190,7162303.12,647
5191,7808668.22,577
5192,1412631.73,831
5193,8023783.33,698
5194,7130477.41,690
5195,7327977.83,309
5196,1971669.17,848
5197,6619201.81,358
5198,8211400.17,387
5199,6185540.86,758
5200,5408042.11,403
5201,8108533.68,403
5202,4489147.28,553
5203,5614913.68,634
5204,4729635.71,762
5205,8016492.79,848
5206,1847810.03,600
5207,4908061.85,640
5208,6246057.58,791
5209,7001727.08,383
5210,5497734.26,558
5211,7844207.76,659
5212,8082338.42,386
5213,1763098.41,727
5214,4197067.88,666
5215,1468904.96,642
5216,3671799.93,646
5217,5165451.17,395
5218,7857723.5,554
5219,7395191.12,435
5220,2217998.03,547
5221,1969818.7,798
5222,5542724.84,785
5223,5131249.4,701
5224,3217919.02,711
5225,7776062.21,747
5226,7977038.15,546
5227,4198802.36,720
5228,7710178.41,423
5229,4064432.04,559
5230,6605081.19,468
5231,4726783.97,410
5232,2182598.73,589
5233,7981126.25,312
5234,4569495.47,562
5235,6588306.69,322
5236,3943651.46,499
5237,1435942.33,541
5238,2023818.58,538
5239,4872780.25,602
5240,6267743.37,464
5241,3710094.35,475
5242,6307516.91,328
5243,6330176.24,834
5244,6368338.53,593
5245,4846157.35,776
5246,7887180.28,682
5247,4822214.93,595
5248,4541909.39,633
5249,2735541.9,547
5250,3515116.63,540
5251,1604808.35,405
5252,5861454.11,422
5253,3089457.36,334
5254,3489917.83,715
5255,6849864.56,626
5256,3655992.52,594
5257,3043810.42,731
5258,2517215.79,646
5259,6878980.5,336
5260,2233885.06,811
5261,4567027.07,834
5262,4949896.84,317
5263,6249207.37,326
5264,5859641.07,835
5265,7137188.85,328
5266,1622210.32,416
5267,3434373.22,431
5268,3316965.66,588
5269,2351321.72,535
5270,3382083.43,341
5271,3530310.26,459
5272,5057568.13,424
5273,6078672.25,559
5274,4043923.7,575
5275,6480185.67,512
5276,3720390.44,772
5277,3390042.48,730
5278,5196554.0,379
5279,1470757.79,527
5280,1874481.69,394
5281,4309380.71,723
5282,8088971.52,815
5283,6494884.81,464
5284,1934511.3,725
5285,7393489.69,341
5286,6572565.55,702
5287,5698814.99,715
5288,7206109.32,599
5289,4209590.9,354
5290,2894807.57,635
5291,4986568.4,729
5292,5251660.64,633
5293,5175949.88,705
5294,5368531.3,329
5295,8130675.41,834
5296,7796168.49,816
5297,7605162.66,520
5298,7070201.04,793
5299,8092682.37,552
5300,2009161.42,620
5301,3208887.48,338
5302,4864402.81,764
5303,7395048.35,710
5304,4937193.12,711
5305,6685850.12,791
5306,2300511.32,737
5307,3117379.45,778
5308,6568787.88,371
5309,2486084.86,519
5310,3829762.73,303
5311,3207037.06,589
5312,3819004.2,679
5313,6399933.15,654
5314,3948499.7,379
5315,5297895.92,365
5316,2019509.51,435
5317,7096127.39,698
5318,3963198.1,646
5319,5969445.95,358
5320,6522805.13,818
5321,2809558.64,536
5322,7669659.89,378
5323,5736814.61,414
5324,4386821.02,761
5325,2612813.32,425
5326,8084566.75,799
5327,6736491.07,401
5328,2797776.85,473
5329,3731517.58,751
5330,7129654.66,391
5331,6308879.18,684
5332,6813646.91,504
5333,4476647.94,662
5334,6458629.09,797
5335,4082754.8,836
5336,2821093.0,533
5337,5855274.65,315
5338,8327300.26,440
5339,3536326.99,719
5340,4618981.06,755
5341,6152809.87,599
5342,5198845.23,638
5343,7372680.13,602
5344,6784547.49,375
5345,1719739.87,615
5346,8488632.88,799
5347,6717297.67,374
5348,7520103.88,665
5349,5988623.53,845
5350,7465252.92,695
5351,2109157.42,530
5352,3803712.42,327
5353,7610230.79,774
5354,2751917.52,594
5355,1863343.11,726
5356,6974456.37,390
5357,7315500.32,414
5358,2471095.97,458
5359,7451291.08,557
5360,6244728.13,672
5361,5044595.32,389
5362,7277801.39,597
5363,4318594.6,330
5364,2696756.48,657
5365,3350939.27,769
5366,4937180.93,427
5367,5125581.71,569
5368,7100181.95,797
5369,6997739.61,712
5370,5485839.21,508
5371,6921655.48,605
5372,2680768.9,490
5373,1660464.6,656
5374,7590163.52,756
5375,1843992.36,748
5376,3076156.69,367
5377,6306296.44,766
5378,4248025.15,659
5379,7609460.58,686
5380,3445454.52,427
5381,1385473.7,784
5382,3464720.61,543
5383,5462140.35,318
5384,4006756.3,695
5385,5151083.84,528
5386,7611506.46,667
5387,7869892.39,357
5388,3215013.27,580
5389,4627411.41,401
5390,5253836.91,347
5391,8133609.69,358
5392,8490044.7,460
5393,2994932.19,402
5394,6534255.07,711
5395,4021823.65,482
5396,1358379.02,716
5397,1366618.16,415
5398,4616075.25,698
5399,4816011.37,736
5400,1462501.82,617
5401,6245877.4,549
5402,3416824.4,746
5403,5331230.33,796
5404,3466617.33,642
5405,2503367.07,726
5406,4231650.92,539
5407,2972368.23,358
5408,5150567.03,826
5409,2731565.42,502
5410,4960523.03,765
5411,2433125.31,595
5412,6131017.91,586
5413,6728351.33,372
5414,2094838.49,822
5415,4668177.37,636
5416,1810276.24,617
5417,5606913.61,502
5418,3203710.95,530
5419,5098896.09,356
5420,5025719.27,719
5421,7955351.29,579
5422,5253399.2,604
5423,5497589.05,765
5424,4191902.51,473
5425,8133373.14,565
5426,6895738.55,546
5427,3354918.09,377
5428,7378309.02,552
5429,4413253.79,774
5430,7266403.43,475
5431,7224794.09,720
5432,2659865.34,760
5433,6348216.15,553
5434,3392629.38,819
5435,3441947.22,406
5436,3433706.15,470
5437,6524091.38,357
5438,2954747.5,636
5439,1306522.01,641
5440,6449705.35,589
5441,2532530.16,383
5442,2052273.25,416
5443,3010116.07,833
5444,4035283.76,518
5445,4726525.56,401
5446,1620904.29,755
5447,8288127.99,825
5448,6455653.98,565
5449,3626997.27,586
5450,3594620.25,440
5451,4529506.36,705
5452,5808962.72,592
5453,2353886.08,330
5454,2660294.66,470
5455,7487929.0,654
5456,3145035.45,504
5457,4037403.99,777
5458,7573157.33,590
5459,6074664.37,410
5460,3760325.53,367
5461,6222636.73,672
5462,1441719.15,495
5463,6596627.15,425
5464,4806515.49,561
5465,7154911.46,454
5466,8173391.09,407
5467,7965677.56,722
5468,7846708.31,334
5469,4987623.68,343
5470,3893023.22,715
5471,4648254.34,584
5472,6267251.22,746
5473,7664783.99,817
5474,2790301.38,326
5475,7910990.74,526
5476,7169297.67,724
5477,8347763.31,667
5478,7637812.77,609
5479,3315548.77,404
5480,2062882.56,317
5481,2108135.72,504
5482,3396807.89,342
5483,5722122.81,388
5484,7091106.35,456
5485,7774602.21,565
5486,5791024.37,433
5487,1340545.45,763
5488,2641480.79,431
5489,2018028.67,333
5490,3915936.22,382
5491,4909727.15,431
5492,1612459.69,727
5493,3809041.43,503
5494,2590093.66,635
5495,5958905.2,796
5496,4642761.06,741
5497,4866287.06,557
5498,4379380.87,591
5499,8183341.92,424
5500,2846092.9,474
5501,5019982.67,791
5502,6599325.05,379
5503,5309279.77,604
5504,7988950.38,809
5505,4021372.16,643
5506,4638465.8,390
5507,1937360.67,468
5508,5684793.6,633
5509,3375126.17,535
5510,2454225.08,698
5511,5220625.31,776
5512,5132633.9,834
5513,1846275.82,387
5514,6327151.27,552
5515,5791159.77,657
5516,2660924.44,357
5517,4679931.01,698
5518,6486325.0,820
5519,5111937.33,824
5520,4147521.35,716
5521,3620836.9,692
5522,5694835.84,521
5523,8061582.63,628
5524,6136562.85,671
5525,1838170.51,810
5526,4616931.81,452
5527,7713933.75,779
5528,1980129.47,319
5529,8419905.13,527
5530,8133299.63,645
5531,1863576.26,318
5532,8020575.91,743
5533,3914554.65,667
5534,7381906.0,446
5535,4312360.03,803
5536,4474156.81,729
5537,5866550.26,739
5538,6876237.42,497
5539,1543281.89,586
5540,5570723.17,668
5541,2644477.56,539
5542,3790836.53,586
5543,3805374.4,694
5544,4677234.45,817
5545,3705782.17,359
5546,2073000.05,844
5547,2348526.92,602
5548,1540753.5,543
5549,4685793.41,506
5550,8172023.4,674
5551,2132861.61,582
5552,8113104.35,777
5553,6580202.91,321
5554,5889991.38,648
