identificador_cliente,sector_economico,fecha_afiliacion
4440,Ganadería/Agro,2020-05-23
4441,Comercio Minorista,2020-05-23
4442,Ganadería/Agro,2020-05-23
4443,Ganadería/Agro,2020-05-23
4444,Independientes,2020-05-23
4445,Minería/Servicios,2020-05-23
4446,Minería/Servicios,2020-05-23
4447,Comercio Minorista,2020-05-23
4448,Comercio Minorista,2020-05-23
4449,Independientes,2020-05-23
4450,Independientes,2020-05-23
4451,Independientes,2020-05-23
4452,Ganadería/Agro,2020-05-23
4453,Independientes,2020-05-23
4454,Independientes,2020-05-23
4455,Comercio Minorista,2020-05-23
4456,Independientes,2020-05-23
4457,Ganadería/Agro,2020-05-24
4458,Ganadería/Agro,2020-05-24
4459,Comercio Minorista,2020-05-24
4460,Independientes,2020-05-24
4461,Independientes,2020-05-24
4462,Ganadería/Agro,2020-05-24
4463,Independientes,2020-05-24
4464,Independientes,2020-05-24
4465,Independientes,2020-05-24
4466,Minería/Servicios,2020-05-24
4467,Comercio Minorista,2020-05-24
4468,Minería/Servicios,2020-05-24
4469,Comercio Minorista,2020-05-24
4470,Ganadería/Agro,2020-05-24
4471,Independientes,2020-05-24
4472,Comercio Minorista,2020-05-24
4473,Minería/Servicios,2020-05-24
4474,Independientes,2020-05-24
4475,Ganadería/Agro,2020-05-24
4476,Comercio Minorista,2020-05-24
4477,Comercio Minorista,2020-05-24
4478,Comercio Minorista,2020-05-24
4479,Independientes,2020-05-24
4480,Minería/Servicios,2020-05-24
4481,Minería/Servicios,2020-05-25
4482,Comercio Minorista,2020-05-25
4483,Ganadería/Agro,2020-05-25
4484,Ganadería/Agro,2020-05-25
4485,Minería/Servicios,2020-05-25
4486,Ganadería/Agro,2020-05-25
4487,Minería/Servicios,2020-05-25
4488,Comercio Minorista,2020-05-25
4489,Minería/Servicios,2020-05-25
4490,Minería/Servicios,2020-05-25
4491,Comercio Minorista,2020-05-25
4492,Ganadería/Agro,2020-05-25
4493,Minería/Servicios,2020-05-25
4494,Minería/Servicios,2020-05-25
4495,Comercio Minorista,2020-05-25
4496,Ganadería/Agro,2020-05-25
4497,Minería/Servicios,2020-05-25
4498,Comercio Minorista,2020-05-25
4499,Minería/Servicios,2020-05-25
4500,Independientes,2020-05-25
4501,Comercio Minorista,2020-05-25
4502,Ganadería/Agro,2020-05-25
4503,Ganadería/Agro,2020-05-25
4504,Ganadería/Agro,2020-05-25
4505,Ganadería/Agro,2020-05-26
4506,Minería/Servicios,2020-05-26
4507,Minería/Servicios,2020-05-26
4508,Ganadería/Agro,2020-05-26
4509,Ganadería/Agro,2020-05-26
4510,Ganadería/Agro,2020-05-26
4511,Minería/Servicios,2020-05-26
4512,Ganadería/Agro,2020-05-26
4513,Ganadería/Agro,2020-05-26
4514,Independientes,2020-05-26
4515,Independientes,2020-05-26
4516,Ganadería/Agro,2020-05-26
4517,Comercio Minorista,2020-05-26
4518,Ganadería/Agro,2020-05-26
4519,Independientes,2020-05-26
4520,Comercio Minorista,2020-05-26
4521,Comercio Minorista,2020-05-26
4522,Ganadería/Agro,2020-05-26
4523,Independientes,2020-05-26
4524,Independientes,2020-05-26
4525,Comercio Minorista,2020-05-26
4526,Ganadería/Agro,2020-05-26
4527,Minería/Servicios,2020-05-26
4528,Minería/Servicios,2020-05-26
4529,Independientes,2020-05-27
4530,Minería/Servicios,2020-05-27
4531,Independientes,2020-05-27
4532,Independientes,2020-05-27
4533,Independientes,2020-05-27
4534,Minería/Servicios,2020-05-27
4535,Independientes,2020-05-27
4536,Comercio Minorista,2020-05-27
4537,Ganadería/Agro,2020-05-27
4538,Ganadería/Agro,2020-05-27
4539,Independientes,2020-05-27
4540,Ganadería/Agro,2020-05-27
4541,Minería/Servicios,2020-05-27
4542,Minería/Servicios,2020-05-27
4543,Ganadería/Agro,2020-05-27
4544,Minería/Servicios,2020-05-27
4545,Ganadería/Agro,2020-05-27
4546,Ganadería/Agro,2020-05-27
4547,Ganadería/Agro,2020-05-27
4548,Independientes,2020-05-27
4549,Ganadería/Agro,2020-05-27
4550,Independientes,2020-05-27
4551,Ganadería/Agro,2020-05-27
4552,Ganadería/Agro,2020-05-27
4553,Ganadería/Agro,2020-05-28
4554,Minería/Servicios,2020-05-28
4555,Independientes,2020-05-28
4556,Independientes,2020-05-28
4557,Ganadería/Agro,2020-05-28
4558,Ganadería/Agro,2020-05-28
4559,Minería/Servicios,2020-05-28
4560,Minería/Servicios,2020-05-28
4561,Minería/Servicios,2020-05-28
4562,Independientes,2020-05-28
4563,Independientes,2020-05-28
4564,Independientes,2020-05-28
4565,Ganadería/Agro,2020-05-28
4566,Independientes,2020-05-28
4567,Comercio Minorista,2020-05-28
4568,Comercio Minorista,2020-05-28
4569,Minería/Servicios,2020-05-28
4570,Independientes,2020-05-28
4571,Comercio Minorista,2020-05-28
4572,Minería/Servicios,2020-05-28
4573,Independientes,2020-05-28
4574,Ganadería/Agro,2020-05-28
4575,Comercio Minorista,2020-05-28
4576,Ganadería/Agro,2020-05-28
4577,Independientes,2020-05-29
4578,Comercio Minorista,2020-05-29
4579,Independientes,2020-05-29
4580,Ganadería/Agro,2020-05-29
4581,Comercio Minorista,2020-05-29
4582,Ganadería/Agro,2020-05-29
4583,Independientes,2020-05-29
4584,Independientes,2020-05-29
4585,Ganadería/Agro,2020-05-29
4586,Comercio Minorista,2020-05-29
4587,Ganadería/Agro,2020-05-29
4588,Independientes,2020-05-29
4589,Ganadería/Agro,2020-05-29
4590,Independientes,2020-05-29
4591,Ganadería/Agro,2020-05-29
4592,Comercio Minorista,2020-05-29
4593,Comercio Minorista,2020-05-29
4594,Ganadería/Agro,2020-05-29
4595,Ganadería/Agro,2020-05-29
4596,Comercio Minorista,2020-05-29
4597,Independientes,2020-05-29
4598,Comercio Minorista,2020-05-29
4599,Independientes,2020-05-29
4600,Ganadería/Agro,2020-05-29
4601,Ganadería/Agro,2020-05-30
4602,Independientes,2020-05-30
4603,Ganadería/Agro,2020-05-30
4604,Independientes,2020-05-30
4605,Minería/Servicios,2020-05-30
4606,Comercio Minorista,2020-05-30
4607,Minería/Servicios,2020-05-30
4608,Independientes,2020-05-30
4609,Comercio Minorista,2020-05-30
4610,Independientes,2020-05-30
4611,Comercio Minorista,2020-05-30
4612,Comercio Minorista,2020-05-30
4613,Comercio Minorista,2020-05-30
4614,Comercio Minorista,2020-05-30
4615,Independientes,2020-05-30
4616,Comercio Minorista,2020-05-30
4617,Comercio Minorista,2020-05-30
4618,Minería/Servicios,2020-05-30
4619,Ganadería/Agro,2020-05-30
4620,Ganadería/Agro,2020-05-30
4621,Minería/Servicios,2020-05-30
4622,Minería/Servicios,2020-05-30
4623,Independientes,2020-05-30
4624,Independientes,2020-05-30
4625,Independientes,2020-05-31
4626,Minería/Servicios,2020-05-31
4627,Minería/Servicios,2020-05-31
4628,Comercio Minorista,2020-05-31
4629,Independientes,2020-05-31
4630,Independientes,2020-05-31
4631,Independientes,2020-05-31
4632,Ganadería/Agro,2020-05-31
4633,Comercio Minorista,2020-05-31
4634,Independientes,2020-05-31
4635,Independientes,2020-05-31
4636,Independientes,2020-05-31
4637,Ganadería/Agro,2020-05-31
4638,Ganadería/Agro,2020-05-31
4639,Minería/Servicios,2020-05-31
4640,Comercio Minorista,2020-05-31
4641,Minería/Servicios,2020-05-31
4642,Comercio Minorista,2020-05-31
4643,Ganadería/Agro,2020-05-31
4644,Independientes,2020-05-31
4645,Minería/Servicios,2020-05-31
4646,Independientes,2020-05-31
4647,Minería/Servicios,2020-05-31
4648,Ganadería/Agro,2020-05-31
4649,Ganadería/Agro,2020-06-01
4650,Ganadería/Agro,2020-06-01
4651,Minería/Servicios,2020-06-01
4652,Comercio Minorista,2020-06-01
4653,Minería/Servicios,2020-06-01
4654,Comercio Minorista,2020-06-01
4655,Minería/Servicios,2020-06-01
4656,Minería/Servicios,2020-06-01
4657,Ganadería/Agro,2020-06-01
4658,Independientes,2020-06-01
4659,Independientes,2020-06-01
4660,Comercio Minorista,2020-06-01
4661,Independientes,2020-06-01
4662,Minería/Servicios,2020-06-01
4663,Minería/Servicios,2020-06-01
4664,Ganadería/Agro,2020-06-01
4665,Ganadería/Agro,2020-06-01
4666,Independientes,2020-06-01
4667,Comercio Minorista,2020-06-01
4668,Independientes,2020-06-01
4669,Independientes,2020-06-01
4670,Independientes,2020-06-01
4671,Independientes,2020-06-01
4672,Minería/Servicios,2020-06-01
4673,Comercio Minorista,2020-06-02
4674,Minería/Servicios,2020-06-02
4675,Comercio Minorista,2020-06-02
4676,Ganadería/Agro,2020-06-02
4677,Independientes,2020-06-02
4678,Minería/Servicios,2020-06-02
4679,Comercio Minorista,2020-06-02
4680,Ganadería/Agro,2020-06-02
4681,Ganadería/Agro,2020-06-02
4682,Independientes,2020-06-02
4683,Comercio Minorista,2020-06-02
4684,Minería/Servicios,2020-06-02
4685,Independientes,2020-06-02
4686,Minería/Servicios,2020-06-02
4687,Ganadería/Agro,2020-06-02
4688,Minería/Servicios,2020-06-02
4689,Minería/Servicios,2020-06-02
4690,Independientes,2020-06-02
4691,Minería/Servicios,2020-06-02
4692,Independientes,2020-06-02
4693,Ganadería/Agro,2020-06-02
4694,Independientes,2020-06-02
4695,Independientes,2020-06-02
4696,Comercio Minorista,2020-06-02
4697,Minería/Servicios,2020-06-03
4698,Ganadería/Agro,2020-06-03
4699,Independientes,2020-06-03
4700,Ganadería/Agro,2020-06-03
4701,Comercio Minorista,2020-06-03
4702,Minería/Servicios,2020-06-03
4703,Independientes,2020-06-03
4704,Minería/Servicios,2020-06-03
4705,Comercio Minorista,2020-06-03
4706,Comercio Minorista,2020-06-03
4707,Ganadería/Agro,2020-06-03
4708,Independientes,2020-06-03
4709,Ganadería/Agro,2020-06-03
4710,Comercio Minorista,2020-06-03
4711,Minería/Servicios,2020-06-03
4712,Ganadería/Agro,2020-06-03
4713,Ganadería/Agro,2020-06-03
4714,Minería/Servicios,2020-06-03
4715,Ganadería/Agro,2020-06-03
4716,Minería/Servicios,2020-06-03
4717,Independientes,2020-06-03
4718,Minería/Servicios,2020-06-03
4719,Independientes,2020-06-03
4720,Minería/Servicios,2020-06-03
4721,Comercio Minorista,2020-06-04
4722,Comercio Minorista,2020-06-04
4723,Independientes,2020-06-04
4724,Independientes,2020-06-04
4725,Comercio Minorista,2020-06-04
4726,Independientes,2020-06-04
4727,Minería/Servicios,2020-06-04
4728,Minería/Servicios,2020-06-04
4729,Comercio Minorista,2020-06-04
4730,Ganadería/Agro,2020-06-04
4731,Minería/Servicios,2020-06-04
4732,Independientes,2020-06-04
4733,Ganadería/Agro,2020-06-04
4734,Ganadería/Agro,2020-06-04
4735,Minería/Servicios,2020-06-04
4736,Minería/Servicios,2020-06-04
4737,Ganadería/Agro,2020-06-04
4738,Ganadería/Agro,2020-06-04
4739,Comercio Minorista,2020-06-04
4740,Independientes,2020-06-04
4741,Comercio Minorista,2020-06-04
4742,Minería/Servicios,2020-06-04
4743,Comercio Minorista,2020-06-04
4744,Comercio Minorista,2020-06-04
4745,Comercio Minorista,2020-06-05
4746,Comercio Minorista,2020-06-05
4747,Independientes,2020-06-05
4748,Independientes,2020-06-05
4749,Ganadería/Agro,2020-06-05
4750,Minería/Servicios,2020-06-05
4751,Comercio Minorista,2020-06-05
4752,Ganadería/Agro,2020-06-05
4753,Ganadería/Agro,2020-06-05
4754,Ganadería/Agro,2020-06-05
4755,Independientes,2020-06-05
4756,Comercio Minorista,2020-06-05
4757,Comercio Minorista,2020-06-05
4758,Minería/Servicios,2020-06-05
4759,Comercio Minorista,2020-06-05
4760,Comercio Minorista,2020-06-05
4761,Ganadería/Agro,2020-06-05
4762,Minería/Servicios,2020-06-05
4763,Comercio Minorista,2020-06-05
4764,Independientes,2020-06-05
4765,Comercio Minorista,2020-06-05
4766,Ganadería/Agro,2020-06-05
4767,Independientes,2020-06-05
4768,Ganadería/Agro,2020-06-05
4769,Comercio Minorista,2020-06-06
4770,Independientes,2020-06-06
4771,Minería/Servicios,2020-06-06
4772,Minería/Servicios,2020-06-06
4773,Independientes,2020-06-06
4774,Independientes,2020-06-06
4775,Ganadería/Agro,2020-06-06
4776,Independientes,2020-06-06
4777,Ganadería/Agro,2020-06-06
4778,Comercio Minorista,2020-06-06
4779,Ganadería/Agro,2020-06-06
4780,Independientes,2020-06-06
4781,Independientes,2020-06-06
4782,Comercio Minorista,2020-06-06
4783,Independientes,2020-06-06
4784,Independientes,2020-06-06
4785,Minería/Servicios,2020-06-06
4786,Minería/Servicios,2020-06-06
4787,Comercio Minorista,2020-06-06
4788,Ganadería/Agro,2020-06-06
4789,Minería/Servicios,2020-06-06
4790,Ganadería/Agro,2020-06-06
4791,Independientes,2020-06-06
4792,Minería/Servicios,2020-06-06
4793,Comercio Minorista,2020-06-07
4794,Comercio Minorista,2020-06-07
4795,Comercio Minorista,2020-06-07
4796,Minería/Servicios,2020-06-07
4797,Ganadería/Agro,2020-06-07
4798,Independientes,2020-06-07
4799,Ganadería/Agro,2020-06-07
4800,Ganadería/Agro,2020-06-07
4801,Independientes,2020-06-07
4802,Independientes,2020-06-07
4803,Minería/Servicios,2020-06-07
4804,Minería/Servicios,2020-06-07
4805,Minería/Servicios,2020-06-07
4806,Minería/Servicios,2020-06-07
4807,Minería/Servicios,2020-06-07
4808,Independientes,2020-06-07
4809,Ganadería/Agro,2020-06-07
4810,Minería/Servicios,2020-06-07
4811,Minería/Servicios,2020-06-07
4812,Ganadería/Agro,2020-06-07
4813,Minería/Servicios,2020-06-07
4814,Ganadería/Agro,2020-06-07
4815,Ganadería/Agro,2020-06-07
4816,Independientes,2020-06-07
4817,Comercio Minorista,2020-06-08
4818,Independientes,2020-06-08
4819,Comercio Minorista,2020-06-08
4820,Comercio Minorista,2020-06-08
4821,Comercio Minorista,2020-06-08
4822,Minería/Servicios,2020-06-08
4823,Independientes,2020-06-08
4824,Comercio Minorista,2020-06-08
4825,Ganadería/Agro,2020-06-08
4826,Minería/Servicios,2020-06-08
4827,Independientes,2020-06-08
4828,Comercio Minorista,2020-06-08
4829,Ganadería/Agro,2020-06-08
4830,Independientes,2020-06-08
4831,Independientes,2020-06-08
4832,Minería/Servicios,2020-06-08
4833,Independientes,2020-06-08
4834,Minería/Servicios,2020-06-08
4835,Comercio Minorista,2020-06-08
4836,Minería/Servicios,2020-06-08
4837,Ganadería/Agro,2020-06-08
4838,Minería/Servicios,2020-06-08
4839,Ganadería/Agro,2020-06-08
4840,Minería/Servicios,2020-06-08
4841,Independientes,2020-06-09
4842,Comercio Minorista,2020-06-09
4843,Ganadería/Agro,2020-06-09
4844,Minería/Servicios,2020-06-09
4845,Minería/Servicios,2020-06-09
4846,Minería/Servicios,2020-06-09
4847,Independientes,2020-06-09
4848,Independientes,2020-06-09
4849,Ganadería/Agro,2020-06-09
4850,Ganadería/Agro,2020-06-09
4851,Independientes,2020-06-09
4852,Ganadería/Agro,2020-06-09
4853,Comercio Minorista,2020-06-09
4854,Comercio Minorista,2020-06-09
4855,Independientes,2020-06-09
4856,Ganadería/Agro,2020-06-09
4857,Minería/Servicios,2020-06-09
4858,Comercio Minorista,2020-06-09
4859,Independientes,2020-06-09
4860,Ganadería/Agro,2020-06-09
4861,Independientes,2020-06-09
4862,Minería/Servicios,2020-06-09
4863,Comercio Minorista,2020-06-09
4864,Independientes,2020-06-09
4865,Independientes,2020-06-10
4866,Independientes,2020-06-10
4867,Minería/Servicios,2020-06-10
4868,Independientes,2020-06-10
4869,Minería/Servicios,2020-06-10
4870,Minería/Servicios,2020-06-10
4871,Minería/Servicios,2020-06-10
4872,Comercio Minorista,2020-06-10
4873,Comercio Minorista,2020-06-10
4874,Independientes,2020-06-10
4875,Independientes,2020-06-10
4876,Comercio Minorista,2020-06-10
4877,Ganadería/Agro,2020-06-10
4878,Comercio Minorista,2020-06-10
4879,Minería/Servicios,2020-06-10
4880,Comercio Minorista,2020-06-10
4881,Minería/Servicios,2020-06-10
4882,Independientes,2020-06-10
4883,Ganadería/Agro,2020-06-10
4884,Independientes,2020-06-10
4885,Minería/Servicios,2020-06-10
4886,Minería/Servicios,2020-06-10
4887,Minería/Servicios,2020-06-10
4888,Ganadería/Agro,2020-06-10
4889,Comercio Minorista,2020-06-11
4890,Independientes,2020-06-11
4891,Independientes,2020-06-11
4892,Comercio Minorista,2020-06-11
4893,Independientes,2020-06-11
4894,Ganadería/Agro,2020-06-11
4895,Independientes,2020-06-11
4896,Minería/Servicios,2020-06-11
4897,Comercio Minorista,2020-06-11
4898,Ganadería/Agro,2020-06-11
4899,Comercio Minorista,2020-06-11
4900,Ganadería/Agro,2020-06-11
4901,Minería/Servicios,2020-06-11
4902,Comercio Minorista,2020-06-11
4903,Independientes,2020-06-11
4904,Ganadería/Agro,2020-06-11
4905,Comercio Minorista,2020-06-11
4906,Independientes,2020-06-11
4907,Comercio Minorista,2020-06-11
4908,Comercio Minorista,2020-06-11
4909,Comercio Minorista,2020-06-11
4910,Ganadería/Agro,2020-06-11
4911,Independientes,2020-06-11
4912,Minería/Servicios,2020-06-11
4913,Ganadería/Agro,2020-06-12
4914,Ganadería/Agro,2020-06-12
4915,Ganadería/Agro,2020-06-12
4916,Minería/Servicios,2020-06-12
4917,Independientes,2020-06-12
4918,Independientes,2020-06-12
4919,Independientes,2020-06-12
4920,Comercio Minorista,2020-06-12
4921,Comercio Minorista,2020-06-12
4922,Comercio Minorista,2020-06-12
4923,Minería/Servicios,2020-06-12
4924,Comercio Minorista,2020-06-12
4925,Minería/Servicios,2020-06-12
4926,Independientes,2020-06-12
4927,Comercio Minorista,2020-06-12
4928,Comercio Minorista,2020-06-12
4929,Ganadería/Agro,2020-06-12
4930,Minería/Servicios,2020-06-12
4931,Independientes,2020-06-12
4932,Ganadería/Agro,2020-06-12
4933,Ganadería/Agro,2020-06-12
4934,Independientes,2020-06-12
4935,Ganadería/Agro,2020-06-12
4936,Minería/Servicios,2020-06-12
4937,Minería/Servicios,2020-06-13
4938,Comercio Minorista,2020-06-13
4939,Ganadería/Agro,2020-06-13
4940,Comercio Minorista,2020-06-13
4941,Ganadería/Agro,2020-06-13
4942,Minería/Servicios,2020-06-13
4943,Minería/Servicios,2020-06-13
4944,Minería/Servicios,2020-06-13
4945,Ganadería/Agro,2020-06-13
4946,Minería/Servicios,2020-06-13
4947,Ganadería/Agro,2020-06-13
4948,Comercio Minorista,2020-06-13
4949,Ganadería/Agro,2020-06-13
4950,Comercio Minorista,2020-06-13
4951,Ganadería/Agro,2020-06-13
4952,Comercio Minorista,2020-06-13
4953,Minería/Servicios,2020-06-13
4954,Comercio Minorista,2020-06-13
4955,Minería/Servicios,2020-06-13
4956,Minería/Servicios,2020-06-13
4957,Comercio Minorista,2020-06-13
4958,Ganadería/Agro,2020-06-13
4959,Ganadería/Agro,2020-06-13
4960,Independientes,2020-06-13
4961,Ganadería/Agro,2020-06-14
4962,Independientes,2020-06-14
4963,Ganadería/Agro,2020-06-14
4964,Ganadería/Agro,2020-06-14
4965,Minería/Servicios,2020-06-14
4966,Independientes,2020-06-14
4967,Ganadería/Agro,2020-06-14
4968,Independientes,2020-06-14
4969,Minería/Servicios,2020-06-14
4970,Minería/Servicios,2020-06-14
4971,Independientes,2020-06-14
4972,Minería/Servicios,2020-06-14
4973,Comercio Minorista,2020-06-14
4974,Comercio Minorista,2020-06-14
4975,Minería/Servicios,2020-06-14
4976,Comercio Minorista,2020-06-14
4977,Ganadería/Agro,2020-06-14
4978,Independientes,2020-06-14
4979,Ganadería/Agro,2020-06-14
4980,Independientes,2020-06-14
4981,Minería/Servicios,2020-06-14
4982,Ganadería/Agro,2020-06-14
4983,Minería/Servicios,2020-06-14
4984,Minería/Servicios,2020-06-14
4985,Independientes,2020-06-15
4986,Independientes,2020-06-15
4987,Independientes,2020-06-15
4988,Ganadería/Agro,2020-06-15
4989,Comercio Minorista,2020-06-15
4990,Independientes,2020-06-15
4991,Independientes,2020-06-15
4992,Ganadería/Agro,2020-06-15
4993,Independientes,2020-06-15
4994,Ganadería/Agro,2020-06-15
4995,Minería/Servicios,2020-06-15
4996,Independientes,2020-06-15
4997,Independientes,2020-06-15
4998,Minería/Servicios,2020-06-15
4999,Minería/Servicios,2020-06-15
5000,Minería/Servicios,2020-06-15
5001,Independientes,2020-06-15
5002,Comercio Minorista,2020-06-15
5003,Comercio Minorista,2020-06-15
5004,Comercio Minorista,2020-06-15
5005,Independientes,2020-06-15
5006,Minería/Servicios,2020-06-15
5007,Independientes,2020-06-15
5008,Minería/Servicios,2020-06-15
5009,Independientes,2020-06-16
5010,Independientes,2020-06-16
5011,Minería/Servicios,2020-06-16
5012,Comercio Minorista,2020-06-16
5013,Minería/Servicios,2020-06-16
5014,Ganadería/Agro,2020-06-16
5015,Ganadería/Agro,2020-06-16
5016,Minería/Servicios,2020-06-16
5017,Independientes,2020-06-16
5018,Ganadería/Agro,2020-06-16
5019,Ganadería/Agro,2020-06-16
5020,Independientes,2020-06-16
5021,Independientes,2020-06-16
5022,Comercio Minorista,2020-06-16
5023,Independientes,2020-06-16
5024,Minería/Servicios,2020-06-16
5025,Minería/Servicios,2020-06-16
5026,Comercio Minorista,2020-06-16
5027,Ganadería/Agro,2020-06-16
5028,Ganadería/Agro,2020-06-16
5029,Independientes,2020-06-16
5030,Minería/Servicios,2020-06-16
5031,Ganadería/Agro,2020-06-16
